Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","01/29/2015","1124","N3APAA","DFW","16:57","17:21","207","219","24","17:09","12","12","0","12","0","0"
"AA","01/29/2015","1186","N3GEAA","DFW","10:41","10:58","201","220","17","10:52","6","0","0","17","0","0"
"AA","01/29/2015","1355","N3CBAA","MIA","18:25","19:02","190","195","37","18:55","7","32","0","5","0","0"
"AA","01/29/2015","1426","N3LWAA","ORD","21:49","22:03","134","135","14","21:56","7","0","0","0","0","0"
"AA","01/29/2015","1496","N3LHAA","ORD","11:10","11:25","130","145","15","11:20","5","0","0","15","0","0"
"AA","01/29/2015","1533","N5FSAA","MIA","16:11","16:22","186","198","11","16:13","9","0","0","0","0","0"
"AA","01/29/2015","1544","N3LUAA","DFW","19:25","19:20","205","203","-5","19:15","5","0","0","0","0","0"
"AA","01/29/2015","1550","N3KEAA","LAX","23:45","23:51","320","333","6","23:42","9","0","0","0","0","0"
"AA","01/29/2015","1551","N3DEAA","ORD","13:24","13:28","129","135","4","13:23","5","0","0","0","0","0"
"AA","01/29/2015","1582","N3EYAA","MIA","10:16","10:45","191","197","29","10:40","5","23","0","6","0","0"
"AA","01/29/2015","1590","N5EBAA","DFW","21:50","21:46","200","198","-4","21:40","6","0","0","0","0","0"
"AA","01/29/2015","1612","N3GWAA","ORD","19:06","19:05","131","130","-1","18:57","8","0","0","0","0","0"
"AA","01/29/2015","1625","N5EPAA","MIA","21:52","21:50","192","197","-2","21:43","7","0","0","0","0","0"
"AA","01/29/2015","1670","N3LMAA","ORD","17:13","18:16","133","170","63","18:03","13","0","0","63","0","0"
"AA","01/29/2015","2238","N3FTAA","DFW","23:35","00:06","200","200","31","00:03","3","12","0","0","0","19"
"AA","01/29/2015","2314","N3HUAA","JFK","21:35","21:38","70","73","3","21:34","4","0","0","0","0","0"
"AA","01/29/2015","2440","N3ERAA","MIA","22:54","22:54","189","192","0","22:48","6","0","0","0","0","0"
"AA","01/29/2015","2470","N5EKAA","DFW","12:21","12:35","201","212","14","12:30","5","0","0","0","0","0"
"AA","01/30/2015","0084","N3KUAA","JFK","08:41","09:15","71","97","34","09:07","8","0","8","26","0","0"
"AA","01/30/2015","0146","N3JLAA","MIA","00:02","00:15","182","198","13","00:08","7","0","0","0","0","0"
"AA","01/30/2015","0186","N3JMAA","ORD","14:51","14:32","131","121","-19","14:28","4","0","0","0","0","0"
"AA","01/30/2015","0193","N3GFAA","JFK","13:43","13:59","63","72","16","13:51","8","7","0","9","0","0"
"AA","01/30/2015","0222","N3LUAA","LAX","15:20","15:04","325","317","-16","14:58","6","0","0","0","0","0"
"AA","01/30/2015","0288","N3FEAA","ORD","23:14","00:11","129","125","57","00:05","6","5","0","0","0","52"
"AA","01/30/2015","1033","N859AA","MIA","12:44","12:45","194","204","1","12:39","6","0","0","0","0","0"
"AA","01/30/2015","1065","N3JSAA","ORD","16:13","15:57","133","125","-16","15:53","4","0","0","0","0","0"
"AA","01/30/2015","1096","N3HXAA","JFK","17:15","17:23","75","90","8","17:17","6","0","0","0","0","0"
"AA","01/30/2015","1124","N3JYAA","DFW","16:57","16:56","207","204","-1","16:51","5","0","0","0","0","0"
"AA","01/30/2015","1186","N3GUAA","DFW","10:41","10:42","201","210","1","10:35","7","0","0","0","0","0"
"AA","01/30/2015","1355","N3KGAA","MIA","18:25","18:17","190","184","-8","18:12","5","0","0","0","0","0"
"AA","01/30/2015","1426","N3JMAA","ORD","21:49","21:33","134","122","-16","21:28","5","0","0","0","0","0"
"AA","01/30/2015","1496","N3MEAA","ORD","11:10","11:03","130","125","-7","10:57","6","0","0","0","0","0"
"AA","01/30/2015","1533","N5EGAA","MIA","16:11","16:03","186","182","-8","15:58","5","0","0","0","0","0"
"AA","01/30/2015","1544","N3APAA","DFW","19:25","19:20","205","201","-5","19:14","6","0","0","0","0","0"
"AA","01/30/2015","1550","N3LSAA","LAX","23:45","00:05","320","307","20","24:00","5","0","0","0","0","20"
"AA","01/30/2015","1551","N3FTAA","ORD","13:24","13:12","129","127","-12","13:07","5","0","0","0","0","0"
"AA","01/30/2015","1582","N3LCAA","MIA","10:16","10:22","191","197","6","10:15","7","0","0","0","0","0"
"AA","01/30/2015","1590","N633AA","DFW","21:50","22:00","200","204","10","21:55","5","0","0","0","0","0"
"AA","01/30/2015","1612","N3BMAA","ORD","19:06","19:44","131","161","38","19:38","6","0","0","38","0","0"
"AA","01/30/2015","1625","N5CAAA","MIA","21:52","21:56","192","190","4","21:52","4","0","0","0","0","0"
"AA","01/30/2015","1670","N3JDAA","ORD","17:13","17:18","133","144","5","17:13","5","0","0","0","0","0"
"AA","01/30/2015","2238","N3JVAA","DFW","23:35","23:38","200","208","3","23:31","7","0","0","0","0","0"
"AA","01/30/2015","2314","N3HXAA","JFK","21:35","22:14","70","68","39","22:09","5","0","0","0","0","39"
"AA","01/30/2015","2440","N3EMAA","MIA","22:54","23:34","189","208","40","23:28","6","0","0","19","0","21"
"AA","01/30/2015","2470","N5CKAA","DFW","12:21","12:15","201","204","-6","12:09","6","0","0","0","0","0"
"AA","01/31/2015","0084","N3FMAA","JFK","08:41","08:36","71","66","-5","08:30","6","0","0","0","0","0"
"AA","01/31/2015","0146","N3DWAA","MIA","00:02","00:05","182","187","3","00:01","4","0","0","0","0","0"
"AA","01/31/2015","0186","N3CYAA","ORD","14:51","14:33","131","118","-18","14:28","5","0","0","0","0","0"
"AA","01/31/2015","0193","N3FYAA","JFK","13:43","13:38","63","63","-5","13:34","4","0","0","0","0","0"
"AA","01/31/2015","0222","N3EDAA","LAX","15:20","14:52","325","304","-28","14:47","5","0","0","0","0","0"
"AA","01/31/2015","0288","N3FYAA","ORD","23:14","23:01","129","118","-13","22:57","4","0","0","0","0","0"
"AA","01/31/2015","1033","N852AA","MIA","12:44","12:45","194","201","1","12:34","11","0","0","0","0","0"
"AA","01/31/2015","1065","N3EFAA","ORD","16:13","15:55","133","123","-18","15:50","5","0","0","0","0","0"
"AA","01/31/2015","1096","N3DCAA","JFK","17:15","17:49","75","106","34","17:41","8","0","0","34","0","0"
"AA","01/31/2015","1124","N3JEAA","DFW","16:57","16:55","207","212","-2","16:51","4","0","0","0","0","0"
"AA","01/31/2015","1186","N3KKAA","DFW","10:41","10:35","201","204","-6","10:28","7","0","0","0","0","0"
"AA","01/31/2015","1355","N3EWAA","MIA","18:25","19:15","190","204","50","19:10","5","20","0","14","0","16"
"AA","01/31/2015","1426","N3DHAA","ORD","21:49","21:31","134","118","-18","21:23","8","0","0","0","0","0"
"AA","01/31/2015","1496","N3BVAA","ORD","11:10","10:57","130","124","-13","10:53","4","0","0","0","0","0"
"AA","01/31/2015","1533","N5DVAA","MIA","16:11","17:16","186","205","65","17:11","5","22","0","19","0","24"
"AA","01/31/2015","1544","N3KNAA","DFW","19:25","19:33","205","200","8","19:28","5","0","0","0","0","0"
"AA","01/31/2015","1550","N3LYAA","LAX","23:45","23:42","320","321","-3","23:37","5","0","0","0","0","0"
"AA","01/31/2015","1582","N3FAAA","MIA","10:16","10:18","191","201","2","10:14","4","0","0","0","0","0"
"AA","01/31/2015","1590","N5EAAA","DFW","21:50","21:47","200","197","-3","21:42","5","0","0","0","0","0"
"AA","01/31/2015","1625","N5CRAA","MIA","21:52","22:09","192","190","17","22:03","6","17","0","0","0","0"
"AA","01/31/2015","1670","N3CEAA","ORD","17:13","17:09","133","139","-4","17:04","5","0","0","0","0","0"
"AA","01/31/2015","2314","N3DCAA","JFK","21:35","21:38","70","67","3","21:33","5","0","0","0","0","0"
"AA","01/31/2015","2440","N3LUAA","MIA","22:54","22:48","189","187","-6","22:43","5","0","0","0","0","0"
"AA","01/31/2015","2470","N642AA","DFW","12:21","12:26","201","211","5","12:19","7","0","0","0","0","0"
